 #--- Initial_population -----------------------------
     Omega        hs        n         ec0       alpha     beta      rat_ed    rat_ei
     39.46      5.03      0.31      0.87      0.15      1.67      1.27      0.58
     29.04      8.36      0.27      0.97      0.21      1.64      1.23      0.56
     34.81      2.31      0.34      0.74      0.27      1.15      1.15      0.54

 #-----------Update Pop P_com-----          18 /          20
     Omega        hs        n         ec0       alpha     beta      rat_ed    rat_ei
 -------------------------------------------------------
     33.62      2.20      0.22      1.03      0.20      1.29      1.11      0.56
     33.45      2.28      0.22      1.03      0.22      1.30      1.11      0.56
     33.49      2.28      0.22      1.02      0.20      1.30      1.11      0.57
     33.61      2.40      0.22      1.03      0.21      1.30      1.11      0.56
     33.67      2.39      0.22      1.03      0.21      1.29      1.12      0.56
     33.61      2.17      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.39      0.22      1.04      0.21      1.29      1.11      0.56
     33.39      2.35      0.22      1.02      0.21      1.29      1.12      0.56
     33.68      2.39      0.22      1.02      0.21      1.30      1.11      0.56
     33.57      2.37      0.22      1.03      0.21      1.29      1.11      0.56
     33.60      2.27      0.22      1.03      0.21      1.29      1.11      0.56
     33.59      2.54      0.21      1.04      0.22      1.28      1.12      0.56
     33.53      2.20      0.22      1.03      0.21      1.31      1.11      0.56
     33.65      2.22      0.22      1.04      0.22      1.31      1.11      0.56
     33.38      2.36      0.22      1.03      0.22      1.31      1.12      0.56
     33.38      2.21      0.22      1.03      0.20      1.29      1.12      0.56
     33.55      2.29      0.22      1.04      0.21      1.29      1.11      0.56
     33.62      2.24      0.22      1.03      0.21      1.30      1.12      0.56
     33.63      2.31      0.22      1.05      0.21      1.29      1.12      0.56
     33.75      2.22      0.22      1.03      0.21      1.30      1.11      0.56
     33.44      2.31      0.22      1.06      0.22      1.29      1.11      0.56
     33.57      2.14      0.22      1.04      0.21      1.29      1.11      0.56
     33.67      2.35      0.22      1.04      0.22      1.31      1.11      0.56
     33.57      2.37      0.22      1.03      0.20      1.29      1.11      0.56
     33.62      2.40      0.22      1.04      0.22      1.31      1.11      0.56
     33.42      2.29      0.21      1.04      0.21      1.30      1.11      0.56
     33.45      2.22      0.22      1.04      0.21      1.29      1.11      0.56
     33.70      2.28      0.22      1.04      0.22      1.29      1.11      0.56
     33.60      2.22      0.22      1.03      0.20      1.30      1.11      0.56
     33.61      2.29      0.22      1.03      0.22      1.29      1.11      0.56
     33.67      2.18      0.21      1.05      0.20      1.30      1.11      0.56
     33.70      2.24      0.22      1.04      0.21      1.30      1.11      0.56
     33.62      2.24      0.22      1.05      0.21      1.28      1.11      0.56
     33.48      2.04      0.22      1.04      0.21      1.29      1.11      0.56
     33.58      2.25      0.21      1.03      0.20      1.29      1.11      0.56
     33.51      2.26      0.22      1.03      0.22      1.28      1.11      0.57
     33.69      2.50      0.21      1.03      0.20      1.29      1.11      0.56
     33.69      2.19      0.22      1.03      0.22      1.30      1.11      0.56
     33.58      2.26      0.21      1.03      0.22      1.29      1.11      0.56
     33.68      2.35      0.22      1.04      0.21      1.30      1.11      0.56
     33.52      2.40      0.22      1.04      0.21      1.29      1.11      0.56
     33.61      2.32      0.22      1.03      0.22      1.30      1.12      0.56
     33.57      2.35      0.22      1.03      0.21      1.29      1.11      0.56
     33.65      2.35      0.22      1.03      0.22      1.30      1.11      0.56
     33.64      2.40      0.22      1.04      0.21      1.31      1.11      0.56
     33.50      2.26      0.22      1.03      0.21      1.31      1.11      0.56
     33.61      2.48      0.22      1.03      0.21      1.29      1.12      0.56
     33.53      2.33      0.22      1.03      0.21      1.29      1.11      0.56
     33.35      2.09      0.22      1.04      0.20      1.29      1.11      0.56
     33.64      2.19      0.22      1.02      0.20      1.30      1.11      0.56
     33.75      2.40      0.22      1.03      0.21      1.28      1.12      0.56
     33.60      2.31      0.22      1.03      0.21      1.30      1.12      0.56
     33.59      2.29      0.21      1.03      0.21      1.30      1.11      0.56

 #---------Update Pop P_eli-----          19 /          20
     Omega        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -----------------------------------------------------
     33.58      2.04      0.22      1.04      0.21      1.29      1.11      0.56
     33.52      2.12      0.21      1.04      0.22      1.29      1.11      0.56
     33.48      2.11      0.22      1.05      0.20      1.29      1.11      0.56
     33.44      2.11      0.22      1.05      0.21      1.29      1.12      0.56
     33.60      2.10      0.22      1.05      0.21      1.29      1.11      0.56


 #---------Update Pop P_mat-----          19 /          20
     Omega        hs        n         ec0       alpha     beta      rat_ei    rat_ed
 -----------------------------------------------------
     33.38      2.17      0.21      1.04      0.21      1.30      1.12      0.56
     33.53      2.29      0.21      1.03      0.22      1.29      1.11      0.56
     33.60      2.18      0.22      1.04      0.21      1.29      1.11      0.56
     33.47      2.21      0.22      1.04      0.21      1.30      1.12      0.56
     33.50      2.26      0.22      1.03      0.21      1.29      1.11      0.56
     33.51      2.13      0.22      1.05      0.20      1.30      1.11      0.56
     33.50      2.27      0.22      1.04      0.21      1.29      1.11      0.56
     33.49      2.25      0.22      1.04      0.21      1.29      1.12      0.56
     33.47      2.31      0.22      1.03      0.21      1.30      1.11      0.56
     33.51      2.22      0.22      1.04      0.21      1.29      1.11      0.56
     33.47      2.27      0.22      1.04      0.21      1.30      1.11      0.56
     33.48      2.34      0.21      1.04      0.21      1.29      1.11      0.56
     33.56      2.06      0.22      1.04      0.21      1.29      1.11      0.56
     33.54      2.17      0.22      1.04      0.21      1.29      1.12      0.56
     33.62      2.23      0.22      1.03      0.21      1.29      1.11      0.56
     33.55      2.33      0.21      1.03      0.21      1.29      1.11      0.56
     33.56      2.28      0.22      1.03      0.21      1.29      1.11      0.56
     33.65      2.18      0.22      1.03      0.21      1.29      1.11      0.56
     33.64      2.17      0.22      1.03      0.21      1.30      1.11      0.56
     33.51      2.14      0.22      1.04      0.21      1.28      1.11      0.56
     33.52      2.24      0.22      1.04      0.21      1.29      1.11      0.56
     33.50      2.06      0.22      1.05      0.20      1.30      1.11      0.56
     33.60      2.13      0.22      1.05      0.20      1.30      1.11      0.56
     33.54      2.19      0.22      1.03      0.21      1.29      1.11      0.56
     33.58      2.35      0.22      1.03      0.22      1.29      1.11      0.56
     33.58      2.25      0.21      1.04      0.21      1.29      1.11      0.56
     33.64      2.08      0.22      1.04      0.21      1.29      1.11      0.56
     33.50      2.27      0.22      1.03      0.21      1.30      1.11      0.56
     33.58      2.24      0.22      1.04      0.21      1.29      1.11      0.56
     33.50      2.23      0.22      1.03      0.21      1.29      1.12      0.56
     33.41      2.28      0.21      1.04      0.21      1.29      1.11      0.56
     33.55      2.20      0.22      1.04      0.21      1.30      1.12      0.56
     33.54      2.14      0.22      1.04      0.21      1.29      1.11      0.56
     33.54      2.11      0.22      1.05      0.20      1.29      1.11      0.56
     33.57      2.28      0.22      1.05      0.20      1.30      1.11      0.56
     33.53      2.20      0.22      1.04      0.21      1.30      1.11      0.56
     33.46      2.43      0.21      1.03      0.22      1.29      1.11      0.56
     33.61      2.08      0.22      1.05      0.20      1.30      1.11      0.56
     33.51      2.20      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.39      0.22      1.05      0.21      1.29      1.11      0.56
     33.56      2.26      0.21      1.04      0.21      1.29      1.11      0.56
     33.44      2.44      0.22      1.03      0.22      1.29      1.11      0.56
     33.55      2.29      0.22      1.04      0.21      1.29      1.11      0.56
     33.63      2.20      0.22      1.04      0.21      1.30      1.11      0.56
     33.54      2.24      0.22      1.04      0.21      1.29      1.11      0.56
     33.60      2.30      0.22      1.04      0.22      1.30      1.11      0.56
     33.57      2.18      0.22      1.04      0.21      1.29      1.11      0.56
     33.57      2.05      0.21      1.04      0.21      1.29      1.11      0.56
     33.53      2.15      0.22      1.04      0.20      1.30      1.11      0.56
     33.53      2.24      0.22      1.03      0.21      1.30      1.11      0.56
     33.60      2.20      0.22      1.04      0.20      1.29      1.11      0.56
     33.57      2.29      0.22      1.03      0.21      1.29      1.11      0.56
     33.64      2.14      0.22      1.03      0.21      1.29      1.11      0.56
     33.57      2.18      0.22      1.04      0.21      1.29      1.11      0.56
     33.65      2.15      0.22      1.04      0.21      1.30      1.11      0.56
     33.53      2.18      0.22      1.03      0.21      1.30      1.11      0.56
     33.64      2.20      0.22      1.04      0.21      1.29      1.11      0.56
     33.54      2.20      0.22      1.03      0.21      1.30      1.12      0.56
